time,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8
1.609562780347661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1932263991136502,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8027891794613113,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.5160796929531974,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3.7469992943351826,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3.955826302071813,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
3.9883250216327006,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4.757867568828643,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4.7816989174813145,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
5.237080904856127,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
5.429390649577498,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
5.614254876352468,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
5.984708976597803,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
6.469384285227217,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
6.563947762550814,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
6.613130028601047,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
6.665680981877013,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
7.261120610797854,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
8.162134767504806,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
8.18922437798646,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
8.200887300200689,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
8.265691511037344,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
8.352004818679282,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
8.664386960747247,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8.82204626691816,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
10.180833024570697,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
10.194374375443957,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
10.20281171929154,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
10.212793338723335,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
10.259720642018877,5.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
10.923980957541069,5.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
11.248195954763396,5.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0
11.42559396947195,5.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
11.4454552107053,5.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
11.492168383036072,5.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
11.655064112805952,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
11.69104201851137,5.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
11.79520128035133,5.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
12.196938494989912,5.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
12.844536374401862,5.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
12.854102775382646,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
12.858045882570394,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
13.068009986478947,5.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
13.122364110818644,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
13.183081288504575,4.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
13.24306441207599,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
13.928751229250492,3.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0
14.01080944160127,3.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0
14.30899784022138,3.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0
14.408354550774257,3.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0
14.511993516606788,3.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
14.560265289531216,3.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0
14.801843417898077,2.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0
15.0291595207708,2.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0
15.173473462131533,1.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0
15.197793375669175,1.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0
15.27452787950385,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0
15.322052962116272,1.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0
15.664569599931617,0.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0
15.724435594049003,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0
15.88423205777443,2.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0
16.04310167217263,1.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0
16.387529719193054,2.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0
16.47520961186902,2.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0
16.72447091945053,3.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0
16.830050151933474,4.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0
16.840815277051078,3.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0
17.139469741470172,3.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0
17.296876043771533,4.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0
17.39910503204055,4.0,2.0,3.0,2.0,0.0,1.0,0.0,1.0
17.41855451103502,4.0,2.0,2.0,3.0,0.0,1.0,0.0,1.0
17.519711241157836,4.0,2.0,1.0,4.0,0.0,1.0,0.0,1.0
18.141183266264676,5.0,2.0,1.0,4.0,0.0,1.0,0.0,1.0
18.185275057286255,5.0,1.0,2.0,4.0,0.0,1.0,0.0,1.0
18.496796221292914,4.0,2.0,2.0,4.0,0.0,1.0,0.0,1.0
18.55800664727205,3.0,3.0,2.0,4.0,0.0,1.0,0.0,1.0
19.076199667379573,2.0,4.0,2.0,4.0,0.0,1.0,0.0,1.0
19.148041037066214,2.0,4.0,2.0,4.0,0.0,0.0,1.0,1.0
19.309836770036185,2.0,4.0,2.0,3.0,1.0,0.0,1.0,1.0
19.419529191494895,2.0,4.0,2.0,3.0,1.0,0.0,1.0,0.0
19.511050855345726,2.0,4.0,2.0,3.0,0.0,1.0,1.0,0.0
19.89991449167814,1.0,5.0,2.0,3.0,0.0,1.0,1.0,0.0
20.117576807026158,0.0,5.0,2.0,3.0,0.0,1.0,1.0,0.0
20.142299544690356,0.0,5.0,1.0,4.0,0.0,1.0,1.0,0.0
20.18317768133433,0.0,5.0,1.0,4.0,0.0,1.0,0.0,1.0
20.526757896912677,1.0,5.0,1.0,4.0,0.0,1.0,0.0,1.0
20.572687017414648,0.0,5.0,1.0,4.0,0.0,1.0,0.0,1.0
20.82717045984458,0.0,4.0,2.0,4.0,0.0,1.0,0.0,1.0
20.89540363391321,0.0,4.0,2.0,4.0,0.0,0.0,1.0,1.0
21.605654094906228,0.0,4.0,2.0,4.0,0.0,0.0,0.0,2.0
21.808873392055652,0.0,4.0,2.0,4.0,0.0,0.0,0.0,1.0
21.963555877521465,0.0,4.0,1.0,5.0,0.0,0.0,0.0,1.0
21.96606145806107,0.0,4.0,1.0,4.0,1.0,0.0,0.0,1.0
