start_time,innode,inqueue,status,node_1_startprogress,node_1_end,node_2_startprogress,node_2_end,node_3_startprogress,node_3_end,node_4_startprogress,node_4_end,node_5_startprogress,node_5_end,node_6_startprogress,node_6_end,node_7_startprogress,node_7_end,node_8_startprogress,node_8_end
1.609562780347661,8.0,0.0,4.0,1.609562780347661,3.5160796929531974,3.5160796929531974,3.9883250216327006,3.9883250216327006,5.614254876352468,5.614254876352468,6.469384285227217,6.469384285227217,6.563947762550814,6.563947762550814,6.665680981877013,6.665680981877013,7.261120610797854,7.261120610797854,8.18922437798646
2.8027891794613113,8.0,0.0,4.0,3.5160796929531974,3.955826302071813,3.9883250216327006,5.429390649577498,5.614254876352468,8.200887300200689,8.200887300200689,8.265691511037344,8.265691511037344,8.664386960747247,8.664386960747247,11.248195954763396,11.248195954763396,11.4454552107053,11.4454552107053,11.655064112805952
3.7469992943351826,8.0,0.0,4.0,3.955826302071813,4.7816989174813145,5.429390649577498,5.984708976597803,8.200887300200689,8.82204626691816,8.82204626691816,10.194374375443957,10.194374375443957,10.923980957541069,11.248195954763396,11.492168383036072,11.492168383036072,14.560265289531216,14.560265289531216,15.27452787950385
4.757867568828643,8.0,0.0,4.0,4.7816989174813145,10.180833024570697,10.180833024570697,11.42559396947195,11.42559396947195,12.196938494989912,12.196938494989912,12.854102775382646,12.854102775382646,13.068009986478947,13.068009986478947,13.183081288504575,14.560265289531216,15.0291595207708,15.27452787950385,19.419529191494895
5.237080904856127,8.0,0.0,4.0,10.180833024570697,10.212793338723335,11.42559396947195,11.69104201851137,12.196938494989912,14.30899784022138,14.30899784022138,17.139469741470172,17.139469741470172,17.39910503204055,17.39910503204055,19.148041037066214,19.148041037066214,20.18317768133433,20.18317768133433,21.808873392055652
6.613130028601047,8.0,0.0,4.0,10.212793338723335,13.122364110818644,13.122364110818644,13.24306441207599,14.30899784022138,14.408354550774257,17.139469741470172,19.309836770036185,19.309836770036185,19.511050855345726,19.511050855345726,20.89540363391321,20.89540363391321,21.605654094906228,21.808873392055652,24.406585118930977
8.162134767504806,8.0,0.0,4.0,13.122364110818644,13.928751229250492,13.928751229250492,14.01080944160127,14.408354550774257,14.511993516606788,19.309836770036185,21.96606145806107,21.96606145806107,26.772195268917105,26.772195268917105,27.552636449489803,27.552636449489803,28.27624439792146,28.27624439792146,30.081460000901686
8.352004818679282,8.0,0.0,4.0,13.928751229250492,14.801843417898077,14.801843417898077,15.197793375669175,15.197793375669175,17.41855451103502,21.96606145806107,22.895912293876084,26.772195268917105,27.489744277502,27.552636449489803,28.88870611182975,28.88870611182975,30.18892537079606,30.18892537079606,31.451637325940776
10.20281171929154,8.0,0.0,4.0,14.801843417898077,15.173473462131533,15.197793375669175,15.322052962116272,17.41855451103502,17.519711241157836,22.895912293876084,23.1672713035293,27.489744277502,27.90736096362347,28.88870611182975,30.494305672513274,30.494305672513274,32.203843479522625,32.203843479522625,33.6301950982159
10.259720642018877,8.0,0.0,4.0,15.173473462131533,15.664569599931617,15.664569599931617,16.47520961186902,17.519711241157836,20.142299544690356,23.1672713035293,23.8473661980716,27.90736096362347,28.30341144814151,30.494305672513274,33.762934290681706,33.762934290681706,34.39841523031447,34.39841523031447,34.771332535890934
11.79520128035133,0.0,0.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12.844536374401862,0.0,0.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
