start_time,innode,inqueue,status,node_1_startprogress,node_1_end,node_2_startprogress,node_2_end,node_3_startprogress,node_3_end,node_4_startprogress,node_4_end,node_5_startprogress,node_5_end,node_6_startprogress,node_6_end,node_7_startprogress,node_7_end,node_8_startprogress,node_8_end
4883.200759407222,8.0,0.0,4.0,4884.422912886273,4888.519278509961,4889.94105146047,4893.8467385136155,4893.8467385136155,4893.964320488918,4899.917705127958,4899.941107965335,4900.626418096339,4901.11015000535,4903.545559717211,4906.02705651555,4906.9789666871775,4907.588350768235,4909.164441829821,4910.680756618528
4883.54552893506,8.0,0.0,4.0,4889.070942430207,4889.160335553808,4897.420456470281,4899.321553802557,4899.321553802557,4900.470598461071,4901.409096820582,4903.702113664364,4903.702113664364,4904.01043722888,4906.02705651555,4906.211198727196,4907.588350768235,4907.793302800631,4910.680756618528,4911.124815963266
4884.691774524347,8.0,0.0,4.0,4889.160335553808,4889.614860226296,4899.321553802557,4902.844323220289,4902.844323220289,4902.985001300186,4903.702113664364,4906.110317643843,4906.110317643843,4906.573094242786,4906.573094242786,4908.260524189976,4908.260524189976,4910.82280685255,4911.124815963266,4911.583358665862
4885.722090807231,8.0,0.0,4.0,4889.614860226296,4890.356126312382,4902.844323220289,4905.032672004962,4905.032672004962,4905.532338965915,4906.110317643843,4907.090328684102,4907.090328684102,4907.605941468664,4908.260524189976,4909.552631703553,4910.82280685255,4910.868598796435,4911.583358665862,4911.649239043692
4890.136172088197,8.0,0.0,4.0,4891.99500311673,4895.1006839250385,4905.032672004962,4905.560023310441,4905.560023310441,4906.8429090202935,4907.090328684102,4908.566150146401,4908.566150146401,4910.721701981756,4910.721701981756,4912.3145648866675,4912.3145648866675,4915.969762986487,4915.969762986487,4916.476208285064
4895.4046404199735,8.0,0.0,4.0,4896.347015668433,4898.24241475194,4905.560023310441,4906.208507698888,4906.8429090202935,4907.018916749089,4908.566150146401,4908.808974266983,4910.721701981756,4911.2967967646755,4912.3145648866675,4914.1461457283785,4915.969762986487,4916.114524920765,4916.476208285064,4916.963401804073
4895.599996279684,8.0,0.0,4.0,4898.24241475194,4899.4063199504835,4906.208507698888,4906.989696649469,4907.018916749089,4907.080652518556,4908.808974266983,4909.7320844157175,4911.2967967646755,4911.5976919703735,4914.1461457283785,4914.40746786607,4916.114524920765,4916.355590236036,4916.963401804073,4917.271697442692
4899.843994938363,8.0,0.0,4.0,4901.644581966999,4904.417162361416,4906.989696649469,4908.113942393147,4908.113942393147,4908.233671720348,4909.7320844157175,4910.378348258351,4911.5976919703735,4915.6537961273525,4915.6537961273525,4916.137792032878,4916.355590236036,4916.395276382759,4917.271697442692,4919.070819871021
4900.092906125923,8.0,0.0,4.0,4904.417162361416,4906.591996762279,4908.113942393147,4908.389694983124,4908.389694983124,4909.667963224735,4910.378348258351,4910.729532132884,4915.6537961273525,4916.3960663556645,4916.3960663556645,4917.329977356022,4917.329977356022,4917.658096554055,4919.070819871021,4919.538203030533
4902.167843007665,8.0,0.0,4.0,4906.591996762279,4907.748247829057,4908.389694983124,4909.893785817443,4909.893785817443,4910.233286377406,4910.729532132884,4911.318776499507,4916.3960663556645,4916.749496250537,4917.329977356022,4917.560960270532,4917.658096554055,4921.351044751416,4921.351044751416,4922.046781081194
4904.056662622438,8.0,0.0,4.0,4907.748247829057,4907.877794253942,4909.893785817443,4910.494221459499,4910.494221459499,4910.963788102913,4911.318776499507,4913.006866421174,4916.749496250537,4917.912800357181,4917.912800357181,4919.181168640074,4921.351044751416,4922.066667500545,4922.066667500545,4922.136860256056
4904.668764586485,8.0,0.0,4.0,4907.877794253942,4910.14419912271,4910.494221459499,4913.141694076542,4913.141694076542,4913.761837151445,4913.761837151445,4914.544579114965,4917.912800357181,4918.829447986807,4919.181168640074,4919.500323721733,4922.066667500545,4923.223153630611,4923.223153630611,4924.060141842837
4904.819066570676,8.0,0.0,4.0,4910.14419912271,4911.311978275265,4913.141694076542,4915.685255261738,4915.685255261738,4915.883749411744,4915.883749411744,4916.013648839849,4918.829447986807,4919.197288803505,4919.500323721733,4921.019158080484,4923.223153630611,4924.01433049096,4924.060141842837,4924.877983319669
4906.6974845943105,8.0,0.0,4.0,4911.311978275265,4913.578727132656,4915.685255261738,4916.352564042555,4916.352564042555,4916.581805512209,4916.581805512209,4918.354266305893,4919.197288803505,4919.334279222274,4921.019158080484,4921.420824512953,4924.01433049096,4924.645523734607,4924.877983319669,4925.6553031254025
4908.407202571806,8.0,0.0,4.0,4913.578727132656,4914.286390877272,4916.352564042555,4916.538152051533,4916.581805512209,4917.491415384187,4918.354266305893,4918.758043607726,4919.334279222274,4919.534153601821,4921.420824512953,4921.90856592128,4924.645523734607,4925.446210113314,4925.6553031254025,4925.841466982292
4910.174533799771,8.0,0.0,4.0,4914.286390877272,4915.409659183477,4916.538152051533,4917.377527771777,4917.491415384187,4917.906857164772,4918.758043607726,4919.024471155938,4919.534153601821,4922.52051223555,4922.52051223555,4922.687252888499,4925.446210113314,4925.818278860243,4925.841466982292,4926.347878249538
4911.366349594003,8.0,0.0,4.0,4915.409659183477,4917.648726151867,4917.648726151867,4918.8080847473575,4918.8080847473575,4919.276263255153,4919.276263255153,4919.703744956754,4922.52051223555,4922.920246372658,4922.920246372658,4923.456214377505,4925.818278860243,4926.201834179814,4926.347878249538,4927.558660583138
4922.2111598453375,2.0,0.0,3.0,4922.2111598453375,4922.305156891951,4923.230697331928,4925.686720607891,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4912.157953663431,8.0,0.0,4.0,4917.648726151867,4918.246847345213,4918.8080847473575,4919.343576914227,4919.343576914227,4926.7204491062475,4926.7204491062475,4928.096222542624,4928.096222542624,4928.416798692989,4928.416798692989,4928.5349087407785,4928.5349087407785,4928.887052384728,4928.887052384728,4929.7289351017025
4913.749376398327,8.0,0.0,4.0,4918.246847345213,4919.690762952856,4919.690762952856,4920.505156310296,4926.7204491062475,4927.4388336252605,4928.096222542624,4928.357049145553,4928.416798692989,4928.5148890348555,4928.5349087407785,4928.804134088336,4928.887052384728,4929.835095948088,4929.835095948088,4930.06724288772
4917.200707661113,8.0,0.0,4.0,4919.690762952856,4919.851498066492,4920.505156310296,4921.3598317746,4927.4388336252605,4928.2271032837525,4928.357049145553,4928.40084986004,4928.5148890348555,4928.696458416571,4928.804134088336,4928.919067680205,4929.835095948088,4929.994380176355,4930.06724288772,4930.648711837027
4929.540656802921,1.0,0.0,3.0,4929.540656802921,4929.970089672224,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4929.817701986345,1.0,0.0,3.0,4929.970089672224,4930.1851396970615,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4929.863510014442,1.0,0.0,3.0,4930.1851396970615,4930.566311328681,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4919.207508116701,8.0,0.0,4.0,4919.851498066492,4920.062084100855,4921.3598317746,4922.542911876879,4928.2271032837525,4929.171392088445,4929.171392088445,4930.20276609213,4930.20276609213,4931.166185330823,4931.166185330823,4932.556426416692,4932.556426416692,4933.059252315077,4933.059252315077,4935.185178043703
4919.640296116816,8.0,0.0,4.0,4920.062084100855,4921.478301228042,4922.542911876879,4923.230697331928,4929.171392088445,4930.185327278944,4930.20276609213,4933.199205066152,4933.199205066152,4933.921652851251,4933.921652851251,4934.5296181990425,4934.5296181990425,4937.435730793033,4937.435730793033,4938.7245037215025
4923.714222317268,8.0,0.0,4.0,4923.714222317268,4923.99483938495,4925.686720607891,4930.612016701467,4930.612016701467,4930.755311372212,4933.199205066152,4934.574977066245,4934.574977066245,4934.6942347654995,4934.6942347654995,4935.42721522553,4937.435730793033,4937.823366662638,4938.7245037215025,4938.92315088448
4924.25394360542,8.0,0.0,4.0,4924.25394360542,4924.911471012211,4930.612016701467,4930.98957034688,4930.98957034688,4932.1353675984765,4934.574977066245,4935.586028726045,4935.586028726045,4936.379670413532,4936.379670413532,4937.467301264521,4937.823366662638,4938.469094358539,4938.92315088448,4939.214965654083
4924.405376786614,8.0,0.0,4.0,4924.911471012211,4925.804965463733,4930.98957034688,4931.763698562305,4932.1353675984765,4932.775332758026,4935.586028726045,4935.66433031014,4936.379670413532,4936.401504477317,4937.467301264521,4942.98852947089,4942.98852947089,4943.572950245141,4943.572950245141,4944.328457789157
4926.060300814075,8.0,0.0,4.0,4926.060300814075,4927.646473284238,4931.763698562305,4932.426929695643,4932.775332758026,4935.995488157948,4935.995488157948,4937.381617610376,4937.381617610376,4938.830108933489,4942.98852947089,4943.083480510938,4943.572950245141,4943.934843899758,4944.328457789157,4946.206920526646
4941.334725862021,0.0,0.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4928.193486610617,8.0,0.0,4.0,4928.193486610617,4929.266275876243,4932.426929695643,4933.568246135653,4935.995488157948,4937.462532690104,4937.462532690104,4938.907775030819,4938.907775030819,4939.425188745531,4943.083480510938,4943.73862111454,4943.934843899758,4944.377749410009,4946.206920526646,4947.070869625489
4930.719563310883,8.0,0.0,4.0,4930.719563310883,4932.682265096746,4933.568246135653,4935.038341223478,4937.462532690104,4937.652323372691,4938.907775030819,4941.357266547285,4941.357266547285,4941.807955538231,4943.73862111454,4944.084538622065,4944.377749410009,4946.172611368204,4947.070869625489,4947.79086766589
4930.831057740824,8.0,0.0,4.0,4932.682265096746,4934.92541526391,4935.038341223478,4937.135138041648,4937.652323372691,4938.535330227859,4941.357266547285,4945.940238109025,4945.940238109025,4946.404158690241,4946.404158690241,4946.747013370048,4946.747013370048,4948.279931542911,4948.279931542911,4948.470761322162
4931.6015989768775,8.0,0.0,4.0,4934.92541526391,4935.614720840093,4937.135138041648,4937.42594988603,4938.535330227859,4938.538241118581,4945.940238109025,4946.963396568601,4946.963396568601,4947.319596456486,4947.319596456486,4948.8008799783165,4948.8008799783165,4949.270405269589,4949.270405269589,4949.730928094517
4932.084418420499,8.0,0.0,4.0,4935.614720840093,4936.598944905996,4937.42594988603,4938.769509513975,4938.769509513975,4942.879349532022,4946.963396568601,4947.525494058435,4947.525494058435,4947.878182450926,4948.8008799783165,4949.474664641918,4949.474664641918,4949.895060264721,4949.895060264721,4950.9643274824
4932.247808075809,8.0,0.0,4.0,4936.598944905996,4937.5401183521835,4938.769509513975,4939.1533151417725,4942.879349532022,4942.94769067684,4947.525494058435,4947.580278747175,4947.878182450926,4948.073593061363,4949.474664641918,4950.289645762745,4950.289645762745,4950.540922738627,4950.9643274824,4951.626806993642
4932.911474503114,8.0,0.0,4.0,4937.5401183521835,4937.953194220301,4939.1533151417725,4940.694046096674,4942.94769067684,4944.227684190428,4947.580278747175,4947.6147672995885,4948.073593061363,4949.007170798101,4950.289645762745,4951.300502111286,4951.300502111286,4953.002049776274,4953.002049776274,4953.837342612656
4935.330970450259,8.0,0.0,4.0,4937.953194220301,4939.084091521184,4940.694046096674,4941.132308128238,4944.227684190428,4946.659372525182,4947.6147672995885,4948.960452816783,4949.007170798101,4951.041581223204,4951.300502111286,4953.268434481804,4953.268434481804,4953.281156503581,4953.837342612656,4955.726590967685
4935.931259464365,8.0,0.0,4.0,4939.084091521184,4941.826729472358,4941.826729472358,4942.428375853617,4946.659372525182,4948.025726485977,4948.960452816783,4948.9692279858555,4951.041581223204,4951.976276664217,4953.268434481804,4953.356368388258,4953.356368388258,4956.281962214753,4956.281962214753,4956.822924891231
4951.993666573603,3.0,0.0,3.0,4951.993666573603,4952.288430901592,4954.2396918787845,4954.985966514205,4954.985966514205,4955.024469133397,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4936.705904867238,8.0,0.0,4.0,4941.826729472358,4942.520779836884,4942.520779836884,4943.539715151837,4948.025726485977,4948.383183998053,4948.9692279858555,4949.76959172754,4951.976276664217,4953.134488698517,4953.356368388258,4954.940237084322,4956.281962214753,4956.430460254822,4956.822924891231,4957.608150470661
4946.167020589899,7.0,0.0,3.0,4946.791136299521,4946.923373011796,4951.764411323746,4952.654252773942,4952.654252773942,4953.627059779753,4957.021324842918,4957.501145906469,4958.143437878154,4959.152835494867,4959.152835494867,4959.571828080318,4959.571828080318,4960.353038543001,-1.0,-1.0
4956.170242778672,1.0,0.0,3.0,4957.200585179227,4957.732746073477,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4946.75469418122,7.0,0.0,3.0,4946.923373011796,4947.647227119325,4952.654252773942,4953.1216993831695,4953.627059779753,4954.503144154665,4957.501145906469,4957.888364235264,4959.152835494867,4959.720457958446,4959.720457958446,4959.965434313556,4960.353038543001,4960.615140336971,-1.0,-1.0
4949.380269603025,7.0,0.0,3.0,4949.380269603025,4950.559734350274,4953.1216993831695,4954.2396918787845,4954.503144154665,4954.656876254538,4957.888364235264,4958.374485683587,4959.720457958446,4959.835592067922,4959.965434313556,4960.691188291914,4960.691188291914,4963.166118133633,-1.0,-1.0
4952.008656131601,7.0,0.0,3.0,4952.288430901592,4952.385600501465,4954.985966514205,4956.957563629096,4956.957563629096,4957.2195093210685,4958.374485683587,4958.660419006381,4959.835592067922,4960.465988365284,4960.691188291914,4961.244912961207,4963.166118133633,4963.375751313736,-1.0,-1.0
4952.2827831444465,7.0,0.0,3.0,4952.385600501465,4953.295230411226,4956.957563629096,4957.736524974854,4957.736524974854,4960.070432809302,4960.070432809302,4960.475252103415,4960.475252103415,4960.726920002882,4961.244912961207,4962.927849948013,4963.375751313736,4964.411677201544,-1.0,-1.0
4960.195332559291,2.0,0.0,3.0,4960.952947477354,4962.440923776411,4963.578928976705,4964.347093776258,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4937.687734146299,8.0,0.0,4.0,4942.520779836884,4945.188483204508,4945.188483204508,4945.409663560691,4948.383183998053,4948.851186213146,4949.76959172754,4950.704173675936,4953.134488698517,4953.828728157981,4954.940237084322,4955.3883418600835,4956.430460254822,4956.825054351137,4957.608150470661,4965.553630929802
4940.437295720852,8.0,0.0,4.0,4945.188483204508,4945.601842662227,4945.601842662227,4946.822853745985,4948.851186213146,4949.676115250519,4950.704173675936,4950.718699413239,4953.828728157981,4954.2783525036275,4955.3883418600835,4956.412305395092,4956.825054351137,4956.912146594937,4965.553630929802,4965.786365828488
4941.201649915556,8.0,0.0,4.0,4945.601842662227,4945.721036182254,4946.822853745985,4947.071639066808,4949.676115250519,4949.771133668935,4950.718699413239,4952.090118079039,4954.2783525036275,4954.5239719703695,4956.412305395092,4957.085743511028,4957.085743511028,4957.221875596618,4965.786365828488,4967.206507402993
4941.849937521829,8.0,0.0,4.0,4945.721036182254,4945.801248386754,4947.071639066808,4948.468598491257,4949.771133668935,4950.085668992436,4952.090118079039,4955.484930275776,4955.484930275776,4956.433810538898,4957.085743511028,4957.425914383627,4957.425914383627,4958.632491884996,4967.206507402993,4969.086855136097
4944.458810819968,8.0,0.0,4.0,4945.801248386754,4946.791136299521,4948.468598491257,4951.764411323746,4951.764411323746,4952.016981871728,4955.484930275776,4957.021324842918,4957.021324842918,4958.143437878154,4958.143437878154,4958.261256438269,4958.632491884996,4959.150860613735,4969.086855136097,4969.3712918559
